city,year,tavg,tmin,tmax,prcp
Rajasthan_1990_2022_Jodhpur,2020,24.12049180327869,19.880874316939888,30.145628415300543,1175.2
Rajasthan_1990_2022_Jodhpur,2021,23.570410958904112,19.247671232876712,29.245205479452054,1597.3
Rajasthan_1990_2022_Jodhpur,2022,23.997087378640774,18.89611650485437,30.23106796116505,808.5
weather_Bhubhneshwar_1990_2022,1990,26.393749999999997,21.768067226890757,31.803968253968254,915.6999999999999
weather_Bhubhneshwar_1990_2022,1991,26.802083333333332,21.704424778761062,32.65615384615385,856.4
weather_Bhubhneshwar_1990_2022,1992,26.57986111111111,21.427049180327867,32.3528,625.9
weather_Bhubhneshwar_1990_2022,1993,27.127083333333335,22.015625,33.120610687022904,462.9
weather_Bhubhneshwar_1990_2022,1994,26.774647887323944,21.918867924528303,33.137903225806454,440.1
weather_Bhubhneshwar_1990_2022,1995,26.795833333333334,21.984403669724774,32.333333333333336,819.1
weather_Bhubhneshwar_1990_2022,1996,26.99787234042553,21.780172413793103,33.082089552238806,203.4
weather_Bhubhneshwar_1990_2022,1997,26.836170212765957,21.892372881355932,32.943511450381685,478.20000000000005
weather_Bhubhneshwar_1990_2022,1998,26.831944444444446,22.387128712871288,32.80075187969925,449.5
weather_Bhubhneshwar_1990_2022,1999,27.0,21.915044247787613,33.24523809523809,401.3
weather_Bhubhneshwar_1990_2022,2000,27.013380281690143,22.1135593220339,33.374264705882354,185.3
weather_Bhubhneshwar_1990_2022,2001,26.923776223776223,22.02135922330097,33.22814814814815,678.9
weather_Bhubhneshwar_1990_2022,2002,26.906993006993005,22.25172413793103,33.275187969924815,290.1
weather_Bhubhneshwar_1990_2022,2003,26.7993006993007,22.402564102564103,33.27967479674797,589.6999999999999
weather_Bhubhneshwar_1990_2022,2004,26.487412587412585,21.284070796460178,32.72189781021898,396.8
weather_Bhubhneshwar_1990_2022,2005,27.068055555555556,22.59669421487603,33.2,612.8
weather_Bhubhneshwar_1990_2022,2006,27.156944444444445,22.33650793650794,33.28920863309352,825.9000000000001
weather_Bhubhneshwar_1990_2022,2007,27.109722222222224,22.643307086614172,32.95422535211268,622.2
weather_Bhubhneshwar_1990_2022,2008,26.819444444444443,21.802479338842975,33.201418439716306,630.6
weather_Bhubhneshwar_1990_2022,2009,27.726388888888888,22.84,33.83428571428571,488.6
weather_Bhubhneshwar_1990_2022,2010,27.466666666666665,23.126190476190477,33.51843971631206,670.8
weather_Bhubhneshwar_1990_2022,2011,26.717142857142857,21.4544,33.37985611510791,428.3
weather_Bhubhneshwar_1990_2022,2012,27.368055555555557,22.43488372093023,33.45104895104895,812.5
weather_Bhubhneshwar_1990_2022,2013,27.220833333333335,22.111627906976747,33.722535211267605,258.6
weather_Bhubhneshwar_1990_2022,2014,27.134027777777778,20.599999999999998,33.31214285714285,560.5
weather_Bhubhneshwar_1990_2022,2015,27.577777777777776,24.138461538461538,33.76971830985916,165.2
weather_Bhubhneshwar_1990_2022,2016,27.415972222222223,23.107913669064747,32.76981132075472,622.1
weather_Bhubhneshwar_1990_2022,2017,27.155555555555555,22.869718309859156,32.98947368421053,606.3
weather_Bhubhneshwar_1990_2022,2018,26.795833333333334,21.808823529411764,32.54661016949152,729.0
weather_Bhubhneshwar_1990_2022,2019,26.700694444444444,21.872857142857143,31.817322834645672,775.8
weather_Bhubhneshwar_1990_2022,2020,26.658333333333335,22.16760563380282,31.594776119402983,437.29999999999995
weather_Bhubhneshwar_1990_2022,2021,27.118055555555557,22.639583333333334,33.014583333333334,575.8
weather_Bhubhneshwar_1990_2022,2022,26.988000000000003,22.929000000000002,32.356,573.0
weather_Rourkela_2021_2022,2021,26.39402985074627,22.78507462686567,30.96716417910448,397.2
weather_Rourkela_2021_2022,2022,27.11,22.096,33.428000000000004,395.0
